artist,title,album,date,lyrics
The Bouncing Souls,The Gold Song,The Gold Record,06/06/2006,"I saw you from across the street today
My heart skipped a beat today
Reminding me of those lost days and glory never fades
Never fades, fades away
After years and miles, my broken feet
Walk back to you up this broken street
I guess the years went by, but the years just made you shine
And never fade, fade away
I heard someone say
That nothing gold can stay
But there's a love in all our souls
And it shines like gold
I saw you from across the street today
My heart skipped a beat today
Reminding me of those lost days
And glory never fades
Years passed by and you remind me
Those things will always find me
Young hearts are made of gold that never fades away
Never fades, fades away
I heard someone say
That nothing gold can stay
But there's a love in all our souls
And it shines like gold
As the years pass by
A young heart beats inside
These dreams of yours and mine that time can't take away
Take away, take away
I heard someone say
That nothing gold can stay
But there's a love in all our souls
And it shines like gold
I heard someone say
That nothing gold can stay
But there's a love in all our souls
And it shines like gold
And it shines like gold
It shines like gold"
All Time Low,Coffee Shop Soundtrack,Put Up or Shut Up,07/25/2006,"Should I write myself out of the history books
And mark a place in time for every chance you took?
Don't get me wrong
I know you've got your life in place
I've yet to take the hint, someday
I'm sure I'll get the picture
And stop waiting up

When it all comes down
To a sunrise on the East Side
Will you be there to carry home
The remains of my wasted youth?
This wasted time on you
Has left me shaking in waiting
Shaking in waiting for something more

Tonight is alive with the promise of a street-fight
And there's money on the table
That says your cheap shots won't be able to break bones
I've yet to break a sweat
I'll make your past regret its future
Here's to you

When it all comes down
To a sunrise on the East Side
Will you be there to carry home
The remains of my wasted youth?
This wasted time on you
Has left me shaking in waiting for something more

Make all of my decisions for me
I've never taken the fall for deceit
We'll keep a secret if you keep me guessing
The taste of your lips says we shouldn't have met like
Make all of my decisions for me
I've never taken the fall for deceit
We'll keep a secret if you keep me guessing
The taste of your lips says we shouldn't have met like this

I can keep a secret if you can keep me guessing
The flavor of your lips is enough to keep me pressing
For more than just a moment of truth between the lies told
To pull ourselves away from the lives we leave back
(I can keep a secret if you can keep me guessing)
The flavor of your lips is enough to keep me here, keep me here

When it all comes down
To a sunrise on the East Side
Will you be there to carry home
The remains of my wasted youth?
This wasted time on you
Has left me shaking in waiting for something more"
All Time Low,Jasey Rae,Put Up or Shut Up,07/25/2006,"Lights out, I still hear the rain
These images that fill my head
Now keep my fingers from making mistakes
Tell my voice what it takes to speak up, speak up
And keep my conscience clean when I wake

Don't make this easy
I want you to mean it
Jasey (Say you'll mean it)
You're dressed to kill, I'm calling you out
(Don't waste your time on me)

Now there's an aching in my back;
A stabbing pain that says I lack
The common sense and confidence
To bring an end to promises
That I make in times of desperate conversation
Hoping my night could be better than theirs in the end
Just say when

Don't make this easy
I want you to mean it
Jasey (Say you'll mean it)
You're dressed to kill, I'm calling you out
(Don't waste your time on me)

I've never told a lie and that makes me a liar
I've never made a bet but we gamble with desire
I've never lit a match with intent to start a fire
But recently the flames are getting out of control
Call me a name, kill me with words
Forget about me, it's what I deserve
I was your chance to get out of this town
But I ditched the car and left you to-
Wait outside, I hope the air will serve to remind you
That my heart is as cold as the clouds of your breath
And my words are as timed as the beating in my chest"
All Time Low,Lullabies (EP Version),Put Up or Shut Up,07/25/2006,"Make it a sweet, sweet goodbye
It could be for the last time and it's not right
""Don't let yourself get in over your head,"" he said
Alone and far from home I'll find you
Dead, like a candle you burnt out;
Spill the wax over the spaces left in place of angry words
Scream to be heard, like you needed any more attention;
Throw the bottle, break the door and disappear

Sing me to sleep, I'll see you in my dreams
Waiting to say, ""I miss you. I'm so sorry.""

Forever's never seemed so long as when you're not around
It's like a piece of me is missing
I could have learned so much from you, but what's left now?
Don't you realize you showed this family a world of pain?
Can't you see this should have been a happy ending we let go?

Sing me to sleep, I'll see you in my dreams
Waiting to say, ""I miss you. I'm so sorry.""

Sing me to sleep
Sing me to sleep
Sing me to sleep
Sing me to sleep

Sing me to sleep (You've taken so much with you)
I'll see you in my dreams (But left the worst with me)
Waiting to say, ""I miss you. I'm so sorry.""
I'm sorry, I'm sorry"
New Found Glory,Coming Home,Coming Home,09/19/2006,"I've been stuck in this whirlwind
My life's been spinning 'round my head
Long distance conversations
Make up for me not being there

And now I'm coming home
I'm coming home to you again
I hope you feel the same

Now I'm coming home
I'm coming home to you again
I hope things haven't changed
Singing oh, oh, oh

I've been locked inside this freight train
Unaware of the normal life I had
Frustration building a foundation
I wrote this song to let you know
That I'll be back


Now I'm coming home
I'm coming home to you again
I hope things haven't changed
Screaming oh, oh, oh
I hope you feel the same

I can't stop, can't stop thinking
About what you do when you're alone
Let's cut right to the chase, girl
Take back the time, time that we've lost
Time we've lost"
New Found Glory,Hold My Hand,Coming Home,09/19/2006,"The way your hair swings over your eyes
The motor in my head turns
Wanting you for such a long time
In my mind, a heart, a lesson to learn

Do do do
You'll never know I'm after you
Do do do
You'll never know

And you smell like
How angels oughta smell
And you look like
You're ready to go
So hold my hand
I'll take you everywhere
Anywhere you want to  go

The way your words keep me in line
I know what I'm here for
Waking up to the grin of your eyes
It's something I'll get used to, oh

Do do do
You'll never know I'm after you
Do do do
You'll never know

And you smell like
How angels oughta smell
And you look like
You're ready to go
So hold my hand
I'll take you everywhere
Anywhere you want to go
So come on and hold my hand
(Hold my hand)
I'll take you everywhere
(Everywhere)
Anywhere
I'll take you anywhere
So let's go

The way your hair swings over your eyes
The way your words keep me in line
I'm telling you for the very last time
You better know

And you smell like
How angels oughta smell
And you look like
You're ready to go
So hold my hand
I'll take you everywhere
Anywhere you want to  go
So come on and hold my hand
(Hold my hand)
I'll take you everywhere
(Everywhere)
Anywhere you wanna go

Do do do
Do do do
Do do do

So come on and hold my hand
(Hold my hand)
I'll take you everywhere
(Everywhere)
Anywhere you wanna go
So come on and hold my hand
(Hold my hand)
I'll take you everywhere
(Everywhere)
Anywhere you wanna go"
New Found Glory,It's Not Your Fault,Coming Home,09/19/2006,"It was a cold California
Even in the summer
She was wrapped in a blanket by the pool
There were rapid statements
About life commitments
A sense of heat that
I couldn't bare to touch
I couldn't bare it

It's not your fault so please stop your crying now
It's not your fault so please stop your crying now
Please stop your crying now
Woah

There was staring and seclusion
A fine tuned way of motion
A face wrapped for a suitor
The sound of hearts pumping at the same beat
Coming 'round the corner
In almost all directions
A sense of heat that
I couldn't bare to touch
No, I couldn't bare it

It's not your fault so please stop your crying now
(It's not your fault so please stop your crying now)
It's not your fault so please stop your crying now
(It's not your fault so please stop your crying)
Now you, wait for, something, to cure this
Well I'm here, under your downpour
No, woah

It's not your fault so please stop your crying
It's not your fault
So please stop your crying now,
(No, woah)
It's not your fault so please stop your crying now
(No woah, no woah)
(It's not your fault so please stop your crying now)
It's not your fault, stop crying now
(No...)"
The Ergs,Aja,Jersey's Best Prancers,01/01/2007,"Met a girl named Aja
She said her dad loved Steely Dan
I laughed and asked her if her sister's name was Katy
Her smile spoke in volumes
Her eyes were like the sky
I said props to him cause that's the coolest name I've ever heard
I kinda dig these Midwest summers
Let's go hang out at the pub
A couple of beers from now she'll disappear
Aja you're the only one I dream about these days
Let's go drink some more and listen to The Royal Scam"
The Ergs,Kind of Like Smitten,Jersey's Best Prancers,01/01/2007,"Last night when you said
I was your favorite person in the whole wide world
I almost lost myself
You said, ""You don't even know""
And it was so amazing
God, I'm so in love with you
When I see you tonight it's gonna be so cool
We could watch TV and maybe listen to some H'sker D'
Walked past your house today
Just because I could
You're so close but you're so very, very, very far away
Tonight we dance, tomorrow we'll talk
Maybe on Thursday we'll fall in love
I wish you'd say I was the one 'cause girl it's all I've been thinking of
Walked past your house today
Just because I could
You're so close but you're so very, very, very far away"
The Ergs,Man of Infirmity,Jersey's Best Prancers,01/01/2007,"I hear the song, they come from nowhere
As I stare up at the ceiling
Where there once was a connection
There is an absence of any feeling
The words to me mean nothing now
Nor will they ever again
They speak of losing someone as if it's final
As I drift closer to the end
There are no songs
For the man of infirmity
Well the arrow through the heart
And the needle through the vein
Can't be bothered with any heartache
It's got nothing on this pain
Now I don't want some extravagant production
No nostalgia at my age
All I want is someone who knows my shame
Who can play me off the stage
There are no songs
For the man of infirmity"
The Ergs,Radio K,Jersey's Best Prancers,01/01/2007,"Well it's getting kind of cold
So I'll take the skyway home
I don't want to be alone
But you've given me no choice
I bet they had a great big laugh back home
When you told them what I've done
Oh I thought you were the one
Talk about the biggest lie
St. Paul is cynical
As I rattle off my problems
To no one listening
And I'm listening to Radio K
Drown my sorrows in the frequency
And I'm listening to Radio K
As she drives away"
The Ergs,Short Stories,Jersey's Best Prancers,01/01/2007,"Oh Eveline
I'm so tired of saying the wrong thing
While amped up on caffeine
Sweaty hand-soaked paper notes
Freeform acts and deleted scenes
""I think you're beautiful,"" I said
Then the next week you were gone
You moved out to another town
You're the main character
In my short stories
There are no happy ends
Oh Eveline
I'm so tired of saying the wrong thing
While amped up on caffeine
A furiously scribbled out manuscript
New revisions of fucked up dreams
""You said, 'You think I'm cool',"" she said
How do I interpret that?
What the hell does that mean?
Oh Eveline
I'm so tired of saying the wrong thing
While amped up on caffeine
Oh Eveline"
The Ergs,Bike Shoppe,Upstairs/Downstairs,01/01/2007,"Went to the city, we played stickball
One hundred degrees and a fog of mosquitoes
And to think that I feel old here
Don't call me sir, I'm just a boy
The sounds of a skateboard on a sidewalk
Ice cream and candy and a soda
I'm just glad there are no cops here
Just you, me and the world
The earth won't stop for me
How long is the summer and how many are there?
If there's another, let's do something impulsive
Six weeks on a roadtrip
Or a lifetime of regret
The earth won't stop for me"
The Ergs,Books About Miles Davis,Upstairs/Downstairs,01/01/2007,"I'm thinking of a girl
She came around here a couple years before
I'm much older now
And it would be wonderful
If I could re-write history
All of these could've beens
I guess they're left to mystery
And you could say I'm falling in love
And you probably will
I'm thinking a lot more
I'm freaking out and you've heard it all before
I apologize
And I'm having these restless nights
And I swear it's growing tired
You say ""it's all good"" and ""I'm preaching to the choir""
And you could say I'm ""a little insane""
And you probably will
This is all I've got
I'll quit my job and I'll sell this vacant lot that is my life
And I'll settle down in a place I've only read about in books about Miles Davis
I'll bust right through that door and say
I'm here to save us and then
You could say I should probably go
And you probably will"
The Ergs,"Boston, Massachusetts",Upstairs/Downstairs,01/01/2007,"Heard a song
From the album ""Boston, Mass.""
By the Del Fuegos the other day
It sounded good
I remembered how you used to like them
So I wrote this letter but I didn't send it out
Did you ever get married?
I don't think I wanna know
'Cause this torch that I carry
Is burnin' up my soul
When I heard them sing the verses
Of ""Hand In Hand"" and ""I Still Want You""
In that record store in Brooklyn
It made me think about that summer and you
And you and the album ""Boston, Mass.""
By the Del Fuegos the other day"
The Ergs,Girls of the Market Square,Upstairs/Downstairs,01/01/2007,"Steel pyramids bear the load
Of a secret girl that I just saw
Her naive eyes dart forward
The red lights read segmented black
She's always changing her mind
She's giving advice or giving out signs
The cigarette smoke is rising and
The coffee rolls off her lips
Oh, girls of market square
Can't help but hide my eyes
Apathetic look in her eyes
I'd like to see what she has seen
A stick figure in a painting of
Fat ladies barking this and that
She's reading my favorite book
And funny, last night I dreamt of her
We were at some religious function
Who knew her and I shared a god?"
The Ergs,Hysterical Fiction,Upstairs/Downstairs,01/01/2007,"Guess I should change the sheets
Now that the word is you're never coming back
I've heard there's a chemical
In the skin that keeps one attached
Howling wolves turn into losers
Battered wives return to abusers
Lying in the corner, broken intravenous users
I'm gonna take your pillowcase down to the lab
I'm gonna precipitate what's left of what we had
And you can smoke it
You can smoke it
Now I got a business model
To make all this bullshit obsolete
Co-dependence powder for sale
Down at your pharmacy
They say the best revenge is to live well
If I can be a millionaire, then hell
I won't have to break the rule
On taking what you're selling
Don't wait for the nice Serling twist
Put everything back like it is
Not gonna burn it all down to the ground"
The Ergs,It'll Be O.K.,Upstairs/Downstairs,01/01/2007,"I've got a loveseat with a front beam cracked and broken
I've got some things to say to you that are better left unspoken
Maybe we could lean together, try to share some warmth
Can't go back to what it was or say that we weren't warned
I've got a handful of the
Day's hours left to go before
I fall dead asleep and
Then head off to work once more
Maybe we could lie together staring straight ahead
Lines of vision parallel, they'll never intersect
At the end of the night and the inevitable flight
Where we both finally realize we can't get this right
Even if it crumbles by the breaking light of day
It'll be ok
I've got a little bit of time to try to sort it out
When it's stolen by a random nothing it only fuels the doubt
That we're holding things together
By the trite-est of cliches"
The Ergs,See Him Again,Upstairs/Downstairs,01/01/2007,"You and I
Could never see eye to eye
Cause you were always making his day
And you're always making me wait
I can see
The smiles that you gave to me
And taken back and meant for someone else
I don't know
But I guess it's slightly better than being alone
Getting half your saccharine kisses to call my own
When you say, ""I'll never leave, rest assured""
It's the greatest lie I've ever heard
And I believe every word
I can see
The smiles that you gave me
Are faded and non-existent now
And so am I
And anyway it's gonna work out right for you
If you leave cause he's a better man for you
But if you stay there's something I must ask of you
If you see him again
Tell him you never wanna see him again
I know I'm being selfish
But I can't deal with this"
The Ergs,Stinking of Whiskey Blues,Upstairs/Downstairs,01/01/2007,"I've heard it said it takes twice the length
Of an affair for the heart to heal
And if that's the case then I guess in 20 years
I'll be sitting on this barstool still
Cause you were the one
I felt that I was lucky just to have you by my side
Now it's 10 years gone and I'm sitting all alone
Drinking and stuff
Bar time is 6:30
And you're still on my mind
By 8:15 I already have a couple in me
And I've already forgotten you were even mine
By 9:43 I'll be regretting my decisions
And cursing this city of sin
By 10:15 I'll be stinking of whiskey
And thinking of you again
I've heard it said by many of my friends
You were a girl I should leave alone
They said all you're gonna do is check
Into your room only to find a Gideon's Bible
Now all I got are those and 15 ""I told you so's""
So I guess I'm the one to blame
Sitting on a stool feeling like a broken fool
A tarnished drunkard with a tarnished name"
The Ergs,"The Clocks, The Clocks",Upstairs/Downstairs,01/01/2007,"Hello Katelyn, let's start another
Bullshit day among the rest
Grab your coffee and a smile
And we'll blow through this f*cking mess
Maybe I could make a stupid joke
Maybe you could have another smoke
And we plot our f*cking way out of this town
I wake up early too
And I punch this clock the same as you
And I don't like it anymore than you do
Take comfort in the fact you're not alone"
The Ergs,Things I Could Never Find a Way to Say,Upstairs/Downstairs,01/01/2007,"Ummm, so...
I was wondering if maybe
You could do something next Friday
Cause I think your band is pretty great
And your hair looks really cute that way
And I know this might seem sudden and crazy
But these are the things I could never find a way to say
And if you'd be my girl
It would be so cool
If you'd if my girl
It'd be so indie rock
It's a shame"
The Ergs,Trouble in River City,Upstairs/Downstairs,01/01/2007,"I guess you didn't notice but I get this all the time
I know what you're doing here
You've come here fighting loneliness
And you wish you were mine
Well save your Harvey Danger references, I'm spoken for
I don't mean to bring you down
But there'll be trouble in River City if you're around
You need to make a getaway
And I'm parked right outside
I need you to get out of here
You look less than sober but I'm ok to drive
I need to get you out of here"
The Ergs,Upstairs/Downstairs,Upstairs/Downstairs,01/01/2007,"I know I'm crazy
I know I'm stupid
I know you're ok
I know I blew it
I know you don't think much of me
I couldn't blame you cause I'm the one who broke your heart
I know that its pretty fucking pointless
Trying to make some peace cause you're happy leaving me behind
I know that if you saw me on the street
You would walk right past
You wouldn't even see that we used to be this close
We used to be like best friends
Now you don't care anymore
Now you can't believe what I did
To you
To you
To you
I can't believe what I did
To you
To you
To you
To you
Upstairs, downstairs, upstairs, downstairs"
The Ergs,Your Cheated Heart,Upstairs/Downstairs,01/01/2007,"Your cheated heart is getting rusty
Your cheated heart has never been so broken
Your cheated heart is through with trusting
Your cheated heart is nothing new
A blank expression on a fuzzy screen
Tells me things couldn't get much worse
You say you're giving up on love
He ruined it for everyone
I wish I'd gotten there first
'Cause then you'd be feeling like a queen
And I'd be holding the girl of my dreams
I could help you mend your cheated heart"
Good Charlotte,The River,Good Morning Revival,01/04/2007,"As I walk through the valley
Of the shadow of L.A
The footsteps that were next to me
Have gone their separate ways
I've seen enough now to know that beautiful things
Don't always stay that way
I've done enough now to know this beautiful place
Isn't everything they say

I heard that evil comes disguised
Like the city of angels
I'm walking towards the light

Baptized in the river
I've seen a vision of my life and I want to be delivered
In the city was a sinner
I've done a lot of things wrong but I swear I'm a believer
Like the prodigal son, I was out on my own
Now I'm trying to find my way back home
Baptized in the river
I'm delivered, I'm delivered

You're from a small town, you're going to grow up fast
Underneath these lights
Down in Hollywood, on the boulevard
The dead come back to life
To the praying Mother and the worried Father
Let your children go
If they come back they'll come home stronger
And if they don't you'll know

They say that evil comes disguised
Like the city of angels
I'm walking towards the light

Baptized in the river
I've seen a vision of my life and I want to be delivered
In the city was a sinner
I've done a lot of things wrong but I swear I'm a believer
Like the prodigal son, I was out on my own
Now I'm trying to find my way back home
Baptized in the river
I'm delivered, I'm delivered

Baptized in the river (On my own)
Baptized in the river (On my own)
I wanna be delivered
On my own
On my own
Baptized in the river (On my own)
I wanna be delivered
Baptized in the river (On my own)
I wanna be delivered
Baptized in the river (On my own)
I wanna be delivered
I confess I'm a sinner
I've seen a vision of my life and I want to be delivered"
Fall Out Boy,"This Ain't a Scene, It's An Arms Race",Infinity on High,01/16/2007,"I am an arms dealer fitting you
With weapons in the form of words
And (don't really care which side wins)
Long as the room keeps singing
That's just the business I'm in

This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
I'm not a shoulder to cry on, but I digress

I'm a leading man
And the lies I weave are oh so intricate, oh so intricate
I'm a leading man
And the lines I weave are oh so intricate, oh so intricate

I wrote the gospel on giving up
(You're looking pretty sinking)
But the real bombshells have already sunk
(Prima-donnas of the gutter)
At night, we're painting your trash gold while you sleep
Crashing not like hips or cars, no, more like p-p-p-parties

This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
Bandwagon's full, please catch another

I'm a leading man
And the lies I weave are oh so intricate, oh so intricate
I'm a leading man
And the lines I weave are oh so intricate, oh so intricate

All the boys who the dancefloor didn't love
And all the girls whose lips couldn't move fast enough
Sing until your lungs give out

This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race (Now you)
This ain't a scene, it's a goddamn arms race (Wear out the groove)
This ain't a scene, it's a goddamn arms race (Sing out loud)
This ain't a scene, it's a goddamn arms race (Oh, oh)
This ain't a scene, it's a goddamn arms race

I'm a leading man
And the lies I weave are oh so intricate, oh so intricate
I'm a leading man
And the lines I weave are oh so intricate, oh so intricate"
A Day to Remember,Monument,For Those Who Have Heart,01/22/2007,"It's Monday morning
And I would kill for a chance to drive
Get so far away from here with you my dear
That I'll never leave your side
Nobody knows the troubles I've seen
In a van, on a soapbox for the world to see

Miles away, and I wish this didn't mean so much to me
To be a monument for the rest of them
Miles away, and I wish this didn't mean so much to me
To be a monument for the rest of them

We're getting older
I've started to fear for my life
Is this the way that it should be?
This whole thing's riding on me
It's been a long road so far
With nowhere to turn
There's no looking back from here
No more dwelling on my fears

Miles away, and I wish this didn't mean so much to me
To be a monument for the rest of them
Miles away, and I wish this didn't mean so much to me
To be a monument for the rest of them

Twenty bucks says you'll remember me
When you see me on your TV screen
It may be the first time
But it won't be the last time
Twenty bucks says you'll remember me
When you see me on your TV screen
It may be the first time
But it won't be the last time
Twenty bucks says you'll remember me
When you see me on your TV screen
It may be the first time
But it won't be the last time

And I'll scream
So loud that everyone in this place
Will hear every word I say
Cause this is my time, this is my time to shine
Let nothing stand in our way
And I'll scream
So loud that everyone in this place
Will hear every word I say
Cause this is my time, this is my time to shine
Let nothing stand in our way

Twenty bucks says you'll remember me
When you see me on your TV screen
It may be the first time
But it won't be the last time"
A Day to Remember,The Plot To Bomb The Panhandle,For Those Who Have Heart,01/22/2007,"I've learned to let go
Come on

Here's a middle finger
Coming straight from OCA-L-A
I appreciate your judgement
It's proved that I can't trust a word you say
Those must be some pair of binoculars
That you see every move I make
So I'll never be a liar
But you'll always be two-faced

You'll get what's coming to you
You're blinded by your instincts
I'm not your fucking game
I'm not so easily beat

I'm looking down at this mess that you've made
And I can't believe that I stayed
So unhappy for so long
Where did I go wrong?
I've got to get out of this
My hand is on the handle
We're leaving everything behind
Goodbye for a lifetime

I'll rip that scandalous bitch in two
We'll bring the noise

Try to pretend that I never even knew your name
Cause everything you are disgusts me
(Too bad I can't turn back time)
So I wouldn't be here
What I'd give for you to disappear
So tell me girly how's your edge?

You've got nothing better to do
I know why you can't see straight
I thought you were better than this
But you're just like everyone else

I'm looking down at this mess that you've made
And I can't believe that I stayed
So unhappy for so long
Where did I go wrong?
I've got to get out of this
My hand is on the handle
We're leaving everything behind
Goodbye for a lifetime

I'll make my stand
Right here with my friends
I'll make my stand
Right here with my friends
I'll make my stand
Right here with my friends
I'll make my stand
Right here with my friends
I'll make my stand
Right here with my friends
Get low
Now I know who my friends are
I'm never coming home"
Alkaline Trio,Queen of Pain,Remains,01/31/2007,"There's a fire forming
Not too far from here
Out on the East Coast
Maybe it resides in you my dear
We're worn out on our courtesy
We've made our curtain calls
Like vampire bats deprived of blood
Into the New York City night we crawl
And you've got a funny way of showing off
Your bathroom surgery
You said you were just cooling down
From plans of leaving me
There's something I should tell you
For we may not have much time
I've never met arms like yours
The stars at night are big and bright
Deep in your eyes, Miss Vincent
You told me once I made you smile
We both know damn well I didn't
I'm not much of a jester
But I'd test poison food for you
Your majesty, you're royal blue
I'm loyalty, my king of pain
There's a hard rain falling
Flooding your attic, it's clear
Can't put out the fire
That resides in you, my dear
There's something I should tell you
For we may not have much time
I've never seen scars like yours
The stars at night are big and bright
Deep in your eyes, Miss Vincent
You told me once I made you smile
We both know damn well I didn't
I'm not much of a jester
But I'd test poison food for you
Your majesty, you're royal blue
I'm loyalty, your king of pain"
Alkaline Trio,Warbrain,Remains,01/31/2007,"Thoughts are the shadows of feelings
Always darker, emptier, and simpler
I don't care if they're fake or real
I just thank them for showing up at all
I have black periods. Who does not?
But they are not a part of me;
They are not a part of illness, but a part of my being
What am I saying?
I have the courage to have them
Four o' clock in the morning. This sucks.""

I can't go on
You set my head too heavy
I need that song
Those trusty chords could pull me through
And early on
They saw the warning signs and symptoms all day long
We'd sit and dream of better days

When we'd hit the ground running on empty
Stories we've been told
And all those nights we spent together
Never felt this fucking cold
When we let the car run in the driveway
Kiss you one last time
Before we brought the horses in before
The storm of '59, of '59

I can't go on
These limbs have grown too heavy
I need that song
A night on earth could pull me through
And early on
They saw the warning signs and symptoms all day long
Wonder how far from here we'll fall

Before we hit the ground running on empty
Stories we've been told
And those nights we spent together
Never felt this fucking cold
When we let the car run in the driveway
Kiss you one last time
Before we brought the horses in before
The storm of '59, of '59"
Fall Out Boy,G.I.N.A.S.F.S.,Infinity on High,02/06/2007,"I've loved everything about you that hurt
So let me see your moves
Let me see your moves
Lips pressed close to mine
True blue
But the prince of any failing empire knows that
Everybody wants, everybody wants
To drive on through the night
If it's a drive back home

Things aren't the same anymore
Some nights, they get so bad
You almost pick up the phone

Trade baby blues for wide eyed browns
I sleep with your old shirts
And walk through this house in your shoes
You know, it's strange
It's a strange way of saying
That I know I'm supposed to love you
I'm supposed to love you

I've already given up on myself twice
Third time is the charm, third time is the charm
Threw caution to the wind
But I've got a lousy arm
And I've traced your shadows on the wall
Now I kiss them whenever I'm down
Whenever I'm down
Figured on not figuring myself out

Things aren't the same anymore
Some nights, they get so bad
I almost pick up the phone

Trade baby blues for wide eyed browns
I sleep with your old shirts
And walk through this house in your shoes
You know, it's strange
It's a strange way of saying
That I know I'm supposed to love you
I'm supposed to love you

Born under a bad sign, you saved my life
That night on the roof of your hotel
""Cross my heart and hope to die
Splintered from the headboard in my eye""
Photo-proofed kisses I remembered so well

Trade baby blues for wide eyed browns
I sleep with your old shirts
And walk through this house in your shoes
You know, it's strange
It's a strange way of saying
That I know I'm supposed to love you
I'm supposed to love you

Now press repeat"
Fall Out Boy,Hum Hallelujah,Infinity on High,02/06/2007,"It's all a game of this or that, now versus then
Better off against worse for wear
And you're someone who knows someone
Who knows someone I once knew
And I just want to be a part of this
The road outside my house is paved with good intentions
Hired a construction crew 'cause it's hell on the engine
And you are the dreamer and we are the dream
I could write it better than you ever felt it

So hum hallelujah, just off the key of reason
I thought I loved you, it was just how you looked in the light
A teenage vow in a parking lot, 'til tonight do us part
I sing the blues and swallow them too

My words are my faith, to hell with our good name
A remix of your guts, your insides x-rayed
And one day we'll get nostalgic for disaster
We're a bull, your ears are just a china shop
I love you in the same way, there's a chapel in a hospital
One foot in your bedroom and one foot out the door
Sometimes we take chances, sometimes we take pills
I could write it better than you ever felt it

So hum hallelujah, just off the key of reason
I thought I loved you, it was just how you looked in the light
A teenage vow in a parking lot, 'til tonight do us part
I sing the blues and swallow them too

Hallelujah, hallelujah, hallelujah, hallelu
Hallelujah, hallelujah, hallelujah, hallelu

A teenage vow in a parking lot, 'til tonight do us part
I sing the blues and swallow them too
So hum hallelujah, just off the key of reason
I thought I loved you, it was just how you looked in the light
A teenage vow in a parking lot, 'til tonight do us part
Vow in a parking lot, 'til tonight do us part
A teenage vow in a parking lot, 'til tonight do us part
I sing the blues and swallow them too"
Fall Out Boy,Thriller,Infinity on High,02/06/2007,"Yeah, what you critics said would never happen
We dedicate this album to anybody people said couldn't make it
To the fans that held us down 'til everybody came around
Welcome, it's here!

Last summer we took threes across the board
But by fall, we were a cover story, ""Now in stores""
Make us poster boys for your scene
But we are not making an acceptance speech
I found the safest place to keep all our old mistakes
Every dot com's refreshing for a journal update

So long live the car crash hearts
Cry on the couch and all the poets come to life
Fix me in forty-five
So long live the car crash hearts
Cry on the couch and all the poets come to life
Fix me in forty-five

I can take your problems away with a nod and a wave...
Of my hand, 'cause that's just the kind of boy that I am
The only thing I haven't done yet is die
And it's me and my plus one at the afterlife
Crowds are won and lost and won again
But our hearts beat for the diehards

So long live the car crash hearts
Cry on the couch and all the poets come to life
Fix me in forty-five
So long live the car crash hearts
Cry on the couch and all the poets come to life
Fix me in forty-five

Long live the car crash hearts
(Long live the car crash hearts)
Long live the car crash hearts
(Long live the car crash hearts)

So long live the car crash hearts
Cry on the couch and all the poets come to life
Fix me in forty-five

Hehe, woo!
Young! F-O-B
Let's go"
Lifetime,Airport Monday Morning,Lifetime,02/06/2007,"Kissing Goodbye
Tears in her eyes
It's the last time, The last time you can be sure of
But I can taste the salty kisses and the runny makeup
Yea, it could be so boring
But she keeps crying
And they keep kissing
And I just hang about and listen
She's got to go
She's got to go
In the airport, in the morning, and I know
She's got to go
Now it's time they know
They don't take a step
Line keeps on pushing
They won't stop kissing
The airport is racing
The smokers are pacing
It just started raining
Soon I'll have to go
But she keeps crying
And they keep kissing
And i just hang about and listen
But she's got to go
She's got to go
In the airport, In the morning, I know
She's got to go
In the morning, In the airport
She's crying and the phone rings
And you answer, and its quiet
And there's nothing that'll change the fact
That she's leaving tomorrow
And you'll be alone again with nothing to distract you
You watch the clock as it keeps ticking
(over and over)
Monday morning airport
(over and over)
Monday morning airport"
Lifetime,All Night Long,Lifetime,02/06/2007,"Well it was raining all day long
The night before we fought and Saturday
Was gone and it was raining
All day long
I thought last night would never end
Now Saturday is cold and damp and
I left you all alone, I didn't talk at all
You felt it all
The way that I got no more to say
And the rest of you can say its right
But I don't trust a thing in sight
When everything is overrated
You're so good you just can't fake it
I waited for some kind of answer
Some kind words so that I can cold ya
I left you all alone
I didn't talk at all and now I feel so sad
I guess I just needed a day to feel lonely
Lonely and blue
Oh, how about you?
Well it was raining all day long
Well it was raining all day long
Well it was raining all day long
Well it was raining all day long
Punk Rock Millionaires with coke up their nose
Writing records in designer homes
But the rains kinda nice
And it's really all right if we don't talk at all
It's only one song!"
