artist,title,album,date,lyrics,top_ranking
New Found Glory,The Sound of Two Voices,Makes Me Sick,4/28/2017,"I must be honest
Under the surface
It grinds like a blender
The sound of two voices
My heart seems to fail me
It put me in a stranger's bed
It hurt who I love the most
I'll never trust it again

That's why I don't want what I want
'Cause what I want, it just might kill me
And I won't think of my needs
'Cause what I need, I know there's never enough for me

Envy is endless
I used to put mistakes up on a board
Compare how mine sticks
Next to the rest of the worlds'
That got me nowhere but miles from changing
Now I've got deep stains
And bleach won't erase them

That's why I don't want what I want
'Cause what I want, it just might kill me
And I won't think of my needs
'Cause what I need, I know there's never enough for me

Call me on everything
'Cause I can't see how it looks from your perspective
Call me on everything 'cause I can't help myself
And I need your protection from me
I lose every time
I lose every time
I lose every time
You think you're inspiring
Posting slogans on a photo of the sky
You're letting sleeping dogs lie
It's not so simple as
Do what makes you happy
If that's the same thing
That will destroy me

That's why I don't want what I want
'Cause what I want, it just might kill me
And I won't think of my needs
'Cause what I need, I know there's never enough for me
I must be honest
(For me)
Under the surface
It grinds like a blender
(I know there's never enough for me)
The sound of two voices
My heart seems to fail me
(For me)
It put me in a stranger's bed
It hurt who I love the most
(What I need, I know there's never enough for me)
I'll never trust it again",40
New Found Glory,Your Jokes Aren't Funny,Makes Me Sick,4/28/2017,"Your clothes and your motions, they caught my eye
It's no disguise what you want from me
Your humor, the bait, your  so contrived
It's no surprise what you want from me
Got no quarters in my pocket
There's no change to play your game

Your perfume scent, the lies I'll admit
Just more evident what you want from me
The right recipe but the wrong target
You'll never get what you want from me
Got no quarters in my pocket
There's no change to play your game

Your jokes aren't funny anymore to me
I'm not the same fool that I used to be
Your jokes aren't funny anymore to me
I'm not the same fool that I used to be

You don't need scales to tell you're a snake
In for the take, yeah, you're using me
Someone in your life didn't hug you enough
I'm not your drug, no abusing me
Got no quarters in my pocket
There's no change to play your game

Your jokes aren't funny anymore to me
I'm not the same fool that I used to be
Your jokes aren't funny anymore to me
I'm not the same fool that I used to be
Fool that I used to be

Your jokes aren't funny anymore to me
Your jokes aren't funny anymore to me
I'm not the same fool that I used to be

Your jokes aren't funny anymore to me
I'm not the same fool that I used to be
Your jokes aren't funny anymore to me
I'm not the same fool that I used to be
Fool that I used to be
Fool that I used to be
Your jokes aren't funny anymore to me",40
Rancid,Ghost of a Chance,Trouble Maker,5/2/2017,"Well, these walls are just high enough to keep you locked in
Locked in for a lifetime
Well, you're one lousy step from not makin' it

You only got a ghost of a chance, my brother
You only got a ghost of a chance

Well, maybe someday we'll get a new start
You never grow too old to dream
Save the sermon for Sunday
'Cause we'll be back one day

You only got a ghost of a chance, my brother
You only got a ghost of a chance

Well, follow your instincts always
Don't ever doubt yourself
When the odds are small, don't let 'em stop ya

'Cause we only got a ghost of a chance, my brother
We only got a ghost of a chance
We only got a ghost of a chance, my brother
We only got a ghost of a chance",23
Paramore,Told You So,After Laughter,5/3/2017,"For all I know
The best is over and the worst is yet to come
Is it enough
To keep on hoping when the rest have given up
And they go

""I hate to say I told you so""
They love to say they told me so
""I hate to say I told you so""
They love to say they told me

Say they say they told me
Say they say they told me
You say, you say you told me

I know you like
When I admit that I was wrong and you were right
At least I try
To keep my cool when I'm thrown into a fire
And they go

""I hate to say I told you so""
They love to say they told me so
""I hate to say I told you so""
They love to say they told me

Say they say they told me
Say they say they told me
We say you say you told me

Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again

""I hate to say I told you so""
They love to say they told me so
""I hate to say I told you so""
They love to say they told me

Say they say they told me
Say they say they told me
You say, you say you told me",6
Paramore,26,After Laughter,5/12/2017,"Man, you really know how to get someone down
Everything was fine, until you came around
And I've been chasing after dreamers in the clouds
After all wasn't I the one who said
To keep your feet on the ground?
Man, you really brought me back down

Hold onto hope if you got it
Don't let it go for nobody
And they say that dreaming is free
But I wouldn't care what it cost me

You got me tied up, but I stay close to the window
And I talk to myself about the places that I used to go
I'm hoping someday maybe I'll just float away
And I'll forget every cynical thing you said
When you gonna hear me out?
Man, you really bring me down

Hold onto hope if you got it
Don't let it go for nobody
And they say that dreaming is free
But I wouldn't care what it cost me

Reality will break your heart
Survival will not be the hardest part
It's keeping all your hopes alive
When all the rest of you has died
So let it break your heart

Hold onto hope if you got it
Don't let it go for nobody
Hold onto hope if you got it
Don't let it go for nobody
And they say that dreaming is free
But I wouldn't care what it cost me",6
Paramore,Caught In the Middle,After Laughter,5/12/2017,"I can't think of getting old
It only makes me want to die
And I can't think of who I was
'Cause it just makes me want to cry, cry, cry, cry

Can't look back, can't look too far ahead
You got the point, You got the message

I'm just a little bit caught in the middle
I try to keep going but it's not that simple
I think I'm a little bit caught in the middle
I gotta keep going or they'll call me a quitter
Yeah, I'm caught in the middle

I was dreamin' life away
All the while just going blind
Can't see the forest for the trees
Behind the lids of my own eyes

Nostalgia's cool, but it won't help you now
A dream is good, if you don't wear it out

And I'm just a little bit caught in the middle
I try to keep going but it's not that simple
I think I'm a little bit caught in the middle
I gotta keep going or they'll call me a quitter
Yeah, I'm caught in the middle

No, I don't need no help
I can sabotage me by myself
I don't need no one else
I can sabotage me by myself
I don't need no help
I can sabotage me by myself
I don't need no one else
I can sabotage me by myself
I don't need no help
(All the glory days are gone)
I can sabotage me by myself
(It's over now)
I don't need no one else
(I'm on my own)
I can sabotage me by myself
I don't need no help
(All the glory days are gone)
I can sabotage me by myself
(It's over now)
I don't need no one else
(I'm on my own)
I can sabotage me by myself

And I'm just a little bit caught in the middle
I try to keep going but it's not that simple
I think I'm a little bit caught in the middle
I gotta keep going or they'll call me a quitter
Yeah, I'm caught in the middle
I'm caught in the middle",6
Paramore,Fake Happy,After Laughter,5/12/2017,"I love making you believe
What you get is what you see
But I'm so fake happy
I feel so fake happy
And I bet everybody here
Is just as insincere
We're all so fake happy
And I know fake happy

So I been doin' a good job
Of makin' 'em think
I'm quite alright
Better hope I don't blink
You see, it's easy when I'm stompin' on a beat
But no one sees me when I crawl back underneath

Hey, if I smile with my teeth
Bet you believe me
If I smile with my teeth
I think I believe me

Oh please, don't ask me how I've been
Don't make me play pretend
Oh no, oh what's the use?
Oh please, I bet everybody here is fake happy too

And if I go out tonight
And dress up my fears
You think I look alright with these mascara tears?
See, I'm gonna draw up my lipstick wider than my mouth
And if the lights are low, they'll never see me frown

Hey, if I smile with my teeth
Bet you believe me
If I smile with my teeth
I think I believe me

Oh please, don't ask me how I've been
Don't make me play pretend
Oh no, oh oh, what's the use?
Oh please, I bet everybody here is fake happy too

I know I said that I was doing good and that I'm happy now
Ooh ooh
I shoulda known when things were going good
That's when I'd get knocked down
Ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba

Oh please, just don't ask me how I've been
Don't make me play pretend
Oh no, oh no
Oh, what's the use?
Oh please, I bet everybody here is fake happy too
Oh please, I bet everybody here is fake happy too

Carlos",6
Paramore,Forgiveness,After Laughter,5/12/2017,"You hurt me bad this time, no coming back
And I cried 'till I couldn't cry, another heart attack
If I lay on the floor, maybe I'll wake up
And I don't pick up when you call
'Cause your voice is a gun
Every word is a bullet hole
Shot a hole in the sun
If I never look up maybe I'll never notice

And you, you want forgiveness
But I, I just can't do it yet

There's still a thread that runs from your body to mine
And you can't break what you don't see, an invisible line
If I follow it down, will we just be alright?
But it could take me all your life to learn to love
How I thought I could love someone
I haven't even begun
If it's all up to us we might as well give up

And you, you want forgiveness
(I can barely hang on to myself)
But I, I can't give you that
(I can't give you, I can't give you that)
And you, you want forgiveness
(I'm afraid that I'll have nothing left)
But I, I just can't do it yet
(I can't do, I just can't do it yet)

Don't you go and get it twisted
Forgiving is not forgetting
Don't you go and get it twisted
Forgiving is not forgetting
No, it's not forgetting
No, I'll never forget it, no

And you, you want forgiveness
(I can barely hang on to myself)
But I, I can't give you that
(I can't give you, I can't give you that)
And you, you want forgiveness
(I'm afraid that I'll have nothing left)
But I, I just can't do it yet
(I can't do, I just can't do it yet)",6
Paramore,Grudges,After Laughter,5/12/2017,"Strange how we found ourselves exactly where we left off
I know you're shaking my hand like it is the first time
Are we alright?
Are you recounting all my faults?
And are you racking your brain just to find them all?
Could it be that I've changed? Or did you?

Stop asking why
Why we had to waste so much time
Well, we just pick up, pick up and start again
'Cause we can't keep holding on to grudges

Time is a bastard
I won't break my neck to get around it
But aren't we so brave to give up a fight
And let the years go by without us
'Cause now I feel you by my side
And I don't even care if it's been awhile
I can feel that we've changed and we're better this way

Stop asking why
Why we had to waste so much time
Well, we just pick up, pick up and start again
'Cause we can't keep holding on to grudges

And if you wanna call me up or come over
Come on, we'll laugh 'till we cry
Like we did when we were kids
'Cause we can't keep holding on to grudges

Why did it take so long?
Why did it take so long?
Why did it take us so long to just let it go?
Why did it take us so long?
Stop holding on

Stop asking why
Why we had to waste so much time
Well, we just pick up, pick up and start again
'Cause we can't keep holding on to grudges

And if you wanna call me up or come over
Come on we'll laugh 'till we cry
Like we did when we were kids
'Cause we can't keep holding on to grudges
We can't keep holding on to grudges
Could it be that I've changed?
Could it be that I've changed?
Could it be that I've changed?
Could it be that I've changed? Or did you?",6
Paramore,Idle Worship,After Laughter,5/12/2017,"Standing here like I'm supposed to say something
Don't hold your breath, I never said I'd save you, honey
And I don't want your money
If I was you, I'd run from me or rip me open
You'll see you're not the only one who's hopeless
Be sure to put your faith in something more
I'm just a girl and you're not as alone as you feel
We all got problems, don't we? We all need heroes, don't we?
But rest assured, there's not a single person here who's worthy

La, la la la la la la
Don't let me let you down

(Eh, eh, eh, eh)
Hey baby, I'm not your superhuman (eh, eh, eh, eh)
And if that's what you want
I hate to let you down (eh, eh, eh, eh)
I got your hopes up
Now I got you hoping (eh, eh, eh, eh)
That I'm gonna be the one to let you down

Oh, it's such a long and awful lonely fall
Down from this pedestal that you keep putting me on
What if I fall on my face? What if I make a mistake?
If it's okay a little grace would be appreciated
Remember how we used to like ourselves?
What little light that's left, we need to keep it sacred
I know that you're afraid to let all the dark escape you
But we can let the light illuminate these hopeless places

La, la la la la la la
Just let me let you down

(Eh, eh, eh, eh)
Hey baby, I'm not your superhuman (eh, eh, eh, eh)
And if that's what you want
I hate to let you down (eh, eh, eh, eh)
I got your hopes up
Now I got you hoping (eh, eh, eh, eh)
That I'm gonna be the one to let you down
La la la la la la
La la la la la la

Oh, no, I ain't your hero (eh, eh, eh)
You're wasting all your faith on me
Oh, no, I know where this goes (eh, eh, eh)
Think it's safe to say your savior doesn't look a thing like me

La, la la la la la la
Don't let me let you down

(Eh, eh, eh, eh)
Hey baby, I'm not your superhuman (eh, eh, eh, eh)
And if that's what you want
I hate to let you down (eh, eh, eh, eh)
I got your hopes up
Now I got you hoping (eh, eh, eh, eh)
That I'm gonna be the one to let you down
(Eh, eh, eh, eh)
Hey, baby I'm not your superhuman (eh, eh, eh, eh)
And if that's what you want
I hate to let you down (eh, eh, eh, eh)
I got your hopes up
Now I got you hoping (eh, eh, eh, eh)
That I'm gonna be the one to let you down",6
Paramore,No Friend,After Laughter,5/12/2017,"These old letters from years ago
I felt it was leading to a continued
 I hope this is helpful for you.
When I wrote this letter I felt I may have been finally able to address how it feels

Another brick-red room, another black-top town
Another misspelled band burning their own houses down
Another pine-box tune to fill the cemetery day
Another star, a touch of orange over purgatory gray
Another thorny field to scatter fruitless seed
Another song that runs too long, God knows no one needs
More misguided ghosts, more transparent hands
To drop a nickel in our basket and we'll do our riot! dance
Beneath another burning sky, behind our painted lips
In scores of catatonic smile-covered ankle-bitten ships
So throw your pedestal of stone in the forgetful sea
As protection from the paper-thin perfection you project on me
When this repetition ends behind the window shades
A semi-conscious sorrow sleeping in the bed I've made
That most unrestful bed, that most original of sins
And you'll say that's what I get when I let ambitions win again
I'd hate to let you down so I'll let the waters rise
And drown my dull reflection in the naive expectation in your eyes
Back in a cast bit-part, back when I felt most free
I had a butcher's heart and no one thought they knew me
So before the regiment resumes, before the dreaded sun appears
My driver's waiting, so let's make one point crystal clear:
You see a flood-lit form, I see a shirt design
I'm no savior of yours and you're no friend of mine
You're no friend of mine
You're no friend of mine
I'm no savior of yours and you're no friend of mine
You see a flood-lit form
I see a shirt design
I'm no savior of yours and you're no friend of mine

I see myself in the reflection of people's eyes
Realising that what they see may not be even close to the image I see in myself
And I hate I might actually be more afraid
 I feel like they know the story
I saw a bear floating in the river and thought it was a fur coat
Twelve years ago I stood on the shore
Jump in and grab the coat
And the river is rushing toward a waterfall
And my friend stood at the shore and shouted to let go of the coat and swim back to land
I let go of the coat but the coat won't let go of me
In any case please let me know if there's more I can give you
If nothing comes of it, then just know we are grateful",6
Paramore,Pool,After Laughter,5/12/2017,"As if the first cut wasn't deep enough
I dove in again 'cause I'm not into giving up
Could've gotten the same rush from any lover's touch
But why get used to something new?
'Cause no one breaks my heart like you

When you kiss me, I wish we could see what happens next
For a moment, I could forget what happens in my head
If I doubt you, would you come through?
Happy second chance or happy ending
But this time you don't leave me sinking

(I'm underwater) No air in my lungs
(My eyes are open) And I'm giving up
(You are the wave) I could never tame
If I survive, I'll dive back in

As if the first blood didn't thrill enough
I went further out to see what else was left of us
Never found the deep end of our little ocean
Drain the fantasy of you
Headfirst into shallow pools

And I wonder, is it better to get it over with?
The illusion, can shatter before we begin
If you're really sorry
Happy second chance, think I could forgive
This time you won't leave me sinking

(I'm underwater) No air in my lungs
(My eyes are open) And I'm giving up
(You are the wave) I could never tame
If I survive, I'll dive back in

Dive back into
Right back into
Dive right back into you
And now I know you
Now I know you
Now that I know you
Dive right back into you
Back into
Right back into you
Dive right back into you
And now I know you
Now I know you
Now that I know you
Dive right back into you

(I'm underwater) No air in my lungs
(My eyes are open) And I'm giving up
(You are the wave) I could never tame
If I survive, I'll dive back in

(I'm underwater) No air in my lungs
(My eyes are open) And I'm giving up
(You are the wave) I could never tame
If I survive, I'll dive back in
I'll dive back in, I'll dive back",6
Paramore,Rose-Colored Boy,After Laughter,5/12/2017,"Low-key, no pressure, just hang with me and my weather
Low-key, no pressure, just hang with me and my weather

Rose-colored boy
I hear you making all that noise
About the world you want to see
And oh, I'm so annoyed
'Cause I just killed off what was left of the optimist in me

But hearts are breaking, and wars are raging on
And I have taken my glasses off
You got me nervous
I'm right at the end of my rope
A half empty girl
Don't make me laugh, I'll choke

Just let me cry a little bit longer
I ain't gon' smile if I don't want to
Hey man, we all can't be like you
I wish we were all rose-colored too
My rose-colored boy
Low-key, no pressure, just hang with me and my weather

I want you to stop insisting that I'm not a lost cause
'Cause I've been through a lot
Really all I've got is just to stay pissed off
If it's all right by you

But hearts are breaking, the wars are raging on
And I have taken my glasses off
You got me nervous
And you're turning it into a joke
A half empty girl
Don't make me laugh, I'll...

Just let me cry a little bit longer
I ain't gon' smile if I don't want to
Hey, man, we all can't be like you
I wish we were all rose-colored too
My rose-colored boy

Leave me here a little bit longer
I think I wanna stay in the car
I don't want anybody seeing me cry now
You say ""We gotta look on the bright side""
I say ""Well, maybe if you wanna go blind""
You say my eyes are getting too dark now
But boy, you ain't ever seen my mind

Just let me cry a little bit longer
I ain't gon' smile if I don't want to
Hey, man, we all can't be like you
I wish we were all rose-colored too
My rose-colored boy
Just let me cry a little bit longer
I ain't gon' smile if I don't want to
I know we all can't be like you
I wish we were all rose-colored too
My rose-colored boy

Low-key, no pressure, just hang with me and my weather
Low-key, no pressure, just hang with me and my weather",6
Paramore,Tell Me How,After Laughter,5/12/2017,"I can't call you a stranger
But I can't call you
I know you think that I erased you
You may hate me, but I can't hate you
And I won't replace you

Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?

I think I'm tired of getting over it
Just starting something new again
I'm getting sick of the beginnings
And always coming to your defenses
I guess it's good to get it off my chest
I guess I can't believe I haven't yet
You know I got my own convictions
And they're stronger than any addiction
And no one's winning

Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?
Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?

You keep me up with your silence
Take me down with your quiet
Of all the weapons you fight with
Your silence is the most violent

Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?
Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?

You don't have to tell me
If you ever think of me
I know you see me dancing
Wildly in the fog of your memory
You don't have to tell me
I can still believe",6
Green Day,Revolution Radio,Revolution Radio,5/16/2017,"Scream, with your hands up in the sky
Like you want to testify
For the life that's been deleted
Sing, like a rebel's lullaby
Under the stars and stripes
For the lost souls that were cheated
We will be seen but not be heard

We are Revolution Radio
Operation 'No Control'
And the headline 'My love's bullet proof'
Give me cherry bombs and gasoline
Debutantes in surgery
And the headline 'Legalize the truth'

Give me rage, like there's tear gas in the crowd
Do you wanna live out loud?
But the air is barely breathing
Rise of the slums to the obsolete
The dawn of the new airwaves for the anti-social media

We are Revolution Radio
Operation 'No Control'
And the headline 'My love's bullet proof'
Give me cherry bombs and gasoline
Debutantes in surgery
And the headline 'Legalize the truth'

We will be seen but not be heard
We are the songs of the disturbed

We are Revolution Radio
Operation 'No Control'
And the headline 'My love's bullet proof'
Give me cherry bombs and gasoline
Debutantes in surgery
And the headline 'Legalize the truth'",1
Rancid,Telegraph Avenue,Trouble Maker,5/16/2017,"I was there in the rain
Man, even if them skies wa blue
You can find me on the corner of Durant
And Telegraph Avenue
When I was only 17
I knew what I had to do
So I grabbed my left-handed guitar
And I headed out to Telegraph Avenue

Na na na na na na na na na na na na na
Na na na na na na na na na na na na na
Oh yeah

Mario Savio gave a speech
It was him against The Machine
For that he spent 3 months in jail
But he said he would do it again
Governor Reagan had enough
So the National Guard, they pushed on through
Tear gas and riot police
On Telegraph Avenue

Na na na na na na na na na na na na na
Na na na na na na na na na na na na na
Oh yeah


The ones who stand for freedom of speech
Well, this one goes out to you
Well, I can still hear your voice
On Telegraph Avenue

Na na na na na na na na na na na na na
Na na na na na na na na na na na na na
Oh yeah",23
Blink-182,Hey I'm Sorry,California,5/19/2017,"Hold me down deep under water
Wave goodbye to all your daughters
Break yourself but why even bother?
Fathers pray for princes instead
Have your fill of disappointment
Two more years of unemployment
All your fears come to life and leave you boarded up abandoned and spent

Everything you've ever hoped for
Waiting there outside your front door
Bleeding to death
Everything you've never wanted
Here to seem just like that haunted place
They say for everyones dying breath

Hey I'm sorry I lost the melody
(Whoa-ah-oh)
Hey I'm sorry I lost your memory
(Whoa-ah-oh)
When we fall asleep I sleep all by myself
At the end of the day

Are you alone with all your thoughts
Your suitcase full of books you bought
The war we fought and all the battles lost
In sought in search exceeding expense

Everything you've ever hoped for
Waiting there outside your front door
Bleeding to death
Everything you've never wanted
Here to seem just like that haunted place
They say for everyones dying breath

Hey I'm sorry I lost the melody
(Whoa-ah-oh)
Hey I'm sorry I lost your memory
(Whoa-ah-oh)
When we fall asleep I sleep all by myself
At the end of the day

(Whoa-ah-oh)
(Whoa-ah-oh)

Hey I'm sorry I lost the melody
(Whoa-ah-oh)
Hey I'm sorry I lost your memory
(Whoa-ah-oh)

Hey I'm sorry I lost the melody
Hey I'm sorry I I lost your memory
Hey I'm sorry mistakes and tragedy
Hey I'm sorry give back what's left of me
When I fall asleep I sleep all by myself
At the end of the day
(Whoa-ah-oh)
At the end of the day
(Whoa-ah-oh)",1
All Time Low,Nice2KnoU,Last Young Renegade,5/19/2017,"We always say that we'll keep in touch
Nobody does, but it don't matter much
One last call at the corner store
Night's on ice if we don't score

One more time for second chances
We just want to do some damage

So long, so nice to know ya
Nice to know ya
I'm sorry to say
We can't go back to yesterday
This night is far from over
Far from over
Let's get carried away
We can't go back to yesterday

Call out the names that you used to know
Singing along in broken stereo
Crossfire that you can't ignore
I know I'm not around much anymore, anymore

One more time for second chances
We just want to do some damage

So long, so nice to know ya
Nice to know ya
I'm sorry to say
We can't go back to yesterday
This night is far from over
Far from over
Let's get carried away
We can't go back to yesterday

One last time for old time's sake
One more bend before we break


One more time as if we planned it
We just want to do some damage

So long, so nice to know ya
Nice to know ya
I'm sorry to say
We can't go back to yesterday
This night is far from over
Far from over
Let's get carried away
We can't go back to yesterday

One last time for old time's sake
One more bend before we break",9
All Time Low,Good Times,Last Young Renegade,5/31/2017,"On a fault line, late night
Underneath the stars we came alive
And singing to the sky just felt right
I won't forget the good times
While the punks started picking fights
With the skater kids under city lights
Remember how we laughed 'til we cried
I won't forget the good times

I never want to leave this sunset town
But one day the time may come
And I'll take you at your word
And carry on
I'll hate the goodbye
But I won't forget the good times
I won't forget the good times

We were bare-knuckled, tight lip
Middle fingers up, ego trip
Devil may care but we didn't mind
I won't forget the good times
We're the boys in black smoking cigarettes
Chasing girls who didn't know love yet
As the bonfire moon came down
I won't forget the good times

I never want to leave this sunset town
But one day the time may come
And I'll take you at your word
And carry on
I'll hate the goodbye
But I won't forget the good times
I won't forget the good times

When we laughed
When we cried
Those were the days
We owned the nights
Locked away
Lost in time
I found the nerve
To say that

I never want to leave this sunset town
But one day the time may come
And I'll take you at your word
And carry on
I'll hate the goodbye
But I won't forget the good times
I won't forget the good times
I never want to leave this sunset town
But one day the time may come
And I'll take you at your word
And carry on
I'll hate the goodbye
But I won't forget the good times
I won't forget the good times",9
All Time Low,Afterglow,Last Young Renegade,6/2/2017,"Step outside in the midnight rain
King and queen of the streets again
Got young love running through our veins
And it keeps us numb like novacaine

Alright, we can go all night
'Cause we got a whole lot of fight in us
And I see a long road that we gotta follow
Before tomorrow catches up

Oh, just take it easy
Hold on to this feeling
All our friends are leaving
And we ain't got nowhere to go
Caught up in the afterglow
(Caught up in the afterglow)

Can't stay here but you can't go home
Did you hear that line somewhere before?
And you look just fine on your own
But we look better in the afterglow

Alright, we can go all night
'Cause we got a whole lot of fight in us
And I see a long road that we gotta follow
Before tomorrow catches up

Oh, we just take it easy
Hold on to this feeling
All our friends are leaving
And we ain't got nowhere to go
Caught up in the afterglow
We ain't got nowhere to go
Caught up in the afterglow

Oh, we just take it easy
Hold on to this feeling
And no, no, we don't need a reason
'Cause we ain't got nowhere to go
Caught up in the afterglow

When the lights go down
Come find me in the afterglow
Waiting to be found
I'll meet you in the afterglow
When the lights go down
Come find me in the afterglow
Waiting to be found
I'll meet you in the afterglow",9
All Time Low,Dark Side of Your Room,Last Young Renegade,6/2/2017,"This moment feels like an echo
We've done this dance a thousand times
You say that I need a refill
And twist me up 'til we blur the lines

Oh
Girl, you make a fool of my heart
Oh
You don't know what you do to me

With nights like these, who needs the days?
I'll shut my eyes and sleep them away
I'm on the dark side of your room
With the notches on your bedpost
With friends like you, who needs friends?
I shut my mouth and we do it all again
I'm on the dark side of your room
With the notches on your bedpost
With the notches on your

This seems so complicated
Are these your friends, or are they mine?
They love how you stir me up, up
And leave me burning like the LA fight

Oh
Girl, you make a fool of my heart
Oh
You don't know what you do to me
You do to me, do to me

With nights like these, who needs the days?
I'll shut my eyes and sleep them away
I'm on the dark side of your room
With the notches on your bedpost
With friends like you, who needs friends?
I shut my mouth and we do it all again
I'm on the dark side of your room
With the notches on your bedpost
With the notches on your bedpost
With the notches on your bedpost

Oh
Girl, you make a fool of my heart
Oh
You don't know what you do to me in the dark

With nights like these, who needs the days?
I'll shut my eyes and sleep them away
I'm on the dark side of your room
With the notches on your bedpost
With friends like you, who needs friends? (Who needs friends?)
I shut my mouth and we do it all again (Do it all again)
I'm on the dark side of your room
With the notches on your bedpost
With the notches on your bedpost
(With friends like you, who needs friends?
I shut my mouth and we do it all again
I'm on the dark side of your room
With the notches on your bedpost)
With the notches on your bedpost",9
All Time Low,Drugs & Candy,Last Young Renegade,6/2/2017,"I can't take another hollow point conversation
It's getting hard to fake
The sound of you, an outlasting vibration
There's something I can't shake

The sweetness of you on my tongue
I breathed you in, you filled my lungs
A bitter taste, surrender waste
Another weakness

You and me are like drugs and candy (drugs and candy, oh-oh-oh-oh-oh)
Take one down for the young and easy (young and easy, oh-oh-oh-oh-oh)
You get me out of my head
I fill this space in your bed
High on the beat of a breakdown (breakdown)
'Cause you and me are like drugs and candy (drugs and candy)
And I don't wanna give it up

You caught me in a moment of redemption
There's nothing to explain
You had me on the edge of indiscretion
You said you feel the same

The sweetness of you on my tongue
I breathed you in, you filled my lungs
A bitter taste, surrender waste
Another weakness

You and me are like drugs and candy (drugs and candy, oh-oh-oh-oh-oh)
Take one down for the young and easy (young and easy, oh-oh-oh-oh-oh)
You get me out of my head
I fill this space in your bed
High on the beat of a breakdown (breakdown)
'Cause you and me are like drugs and candy (drugs and candy)
And I don't wanna give it up
Drugs and candy, oh-oh-oh-oh-oh
Drugs and candy, oh-oh-oh-oh-oh

(The sweetness of you on my tongue
I breathed you in, you filled my lungs
A bitter taste, surrender waste
Another weakness)

You and me are like drugs and candy (drugs and candy, oh-oh-oh-oh-oh)
Take one down for the young and easy (young and easy, yeah)
You get me out of my head
I fill this space in your bed
High on the beat of a breakdown (breakdown)
You and me are like drugs and candy (drugs and candy)
And I don't wanna give it up

(Drugs and candy)
No, I don't wanna give it up
(Drugs and candy, oh-oh-oh-oh-oh)
You get me out of my head
High on the beat of a breakdown
And I don't wanna give it up
(Drugs and candy, oh-oh-oh-oh-oh)",9
All Time Low,Ground Control,Last Young Renegade,6/2/2017,"Ground control
What do the books say about this one now?
I think we've lost it all
There's nothing to explain the distances any more
All systems are critical
Can't find my way back to you
Feels like there's nowhere to go-oh-oh
I'm just out here waiting for you to say

Don't be afraid, no
If you start floating away
Hey!
I promise you we'll be fine
Got the universe on your side when
You're out in space (you're out in space)
Don't you be afraid, (don't you be afraid) no
If you start floating away
Hey!
I promise you we'll be fine
Got the universe on your side when
You're out in space (you're out in space)
Don't you be afraid, (don't you be afraid) no
If you start floating away

Checking in
300 days with no reply now
I think I've lost my mind
There's nothing keeping me from going outside any more
My systems are critical
Gotta find my way back to you
Feels like I'm drifting alone, oh oh
I'm just out here wishing that you would say

Don't be afraid, no
If you start floating away
Hey!
I promise you we'll be fine
Got the universe on your side when
You're out in space (you're out in space)
Don't you be afraid, (don't you be afraid) no
If you start floating away
Hey!
I promise you we'll be fine
Got the universe on your side when
You're out in space (out in space)
Don't you be afraid, (don't you be afraid) no
If you start floating away

We gotta make contact to make it out
We gotta make contact to make it
We gotta make contact to make it out

If you start floating away
Hey!
I promise you we'll be fine
Got the universe on your side when
You're out in space (you're out in space)
Don't you be afraid, (don't you be afraid) no
If you start floating away

Hey!
I promise you we'll be fine
Got the universe on your side when
You're out in space (You're out in space)
Don't you be afraid, (don't you be afraid) no
If you start floating away
Don't you be afraid, (don't you be afraid) no
If you start floating away",9
