artist,songs/title,songs/album,songs/year,songs/lyrics,songs/image
,Brothers &,No Closer to Heaven,2015-09-04,"We're no saviours if we can't save our brothers
We're no saviours if we can't save our brothers
We're no saviours if we can't save our brothers
We're no saviours, we're no saviours",https://images.genius.com/3cedc8f8556872828a23ed1239cc03bc.960x960x1.jpg
,Came Out Swinging,Suburbia I’ve Given You All and Now I’m Nothing,2011-06-14,"Moved all my shit into my parent's basement
And out of our old apartment
I know things changed but I'm not sure when
I guess you'd call this regression
I left a real job and a girlfriend
I convinced myself that I'm brave enough for all of this
Well, I spent this whole year in airports
And the floor feels like home
Oh, at least we're never alone
I lost track of the time zones and I'd call but you know

I'm running on empty
The late nights and the long drives start to get to me
I'm just so tired

I spent this year as a ghost and I'm not sure what I'm looking for
I'm a voice on a phone that you rarely answer anymore
I came in here alone
Came in here alone
(But that doesn't scare me like it did seven months ago)
I spent this year as a ghost and I'm not sure where home is anymore

Been on a steady fast food diet
Like we're this generation's Morgan Spurlock
But we don't admit defeat
My body feels rejected and I can't say that I blame it
My heart keeps saying stay young
My lower back seems to disagree
I unrolled a cheap cotton blanket on an old dirty couch
I felt the year start to wind down
I can't stand any dead space
Empty beds bum me out

I spent this year as a ghost and I'm not sure what I'm looking for
I'm a voice on a phone that you rarely answer anymore
I came in here alone
Came in here alone
(But that doesn't scare me like it did seven months ago)
I spent this year as a ghost and I'm not sure where home is anymore
{Outro]
I came out swinging from a South Philly basement
Caked in stale beer and sweat under half-lit fluorescents
And I spent the winter writing songs about getting better
And if I'm being honest, I'm getting there
I came out swinging from a South Philly basement
Caked in stale beer and sweat under half-lit fluorescents
And I spent the winter writing songs about getting better
And if I'm being honest, I'm getting there
I came out swinging from a South Philly basement
Caked in stale beer and sweat under half-lit fluorescents
And I spent the winter writing songs about getting better
And if I'm being honest, I'm getting there",https://images.genius.com/2a375af89f78514714d3d6fe3482abfa.1000x1000x1.jpg
,Cardinals,No Closer to Heaven,2015-09-04,"Cardinal crashed into my window, I think he might die
I'll plan him a funeral, I'll read his last rites
'Cause I know what he saw in that reflection of light
On the glass was a better life

Staring at a hole in your chest
That's been dug there for decades
American broken promises
Caught between the lies you've been fed
And a war with your bloodstream
I should have been there when you needed a friend
I was off on my own again
Selfish and stupid

So if you call me back or let me in
I swear I'll never let you down again
I know the devil you've been fighting with
I swear I'll never let you down again

I had that nightmare again
You're seven and helpless, angry as hell
And you balled up your fists but I laughed at your swings
And I beat you half-conscious
I know that I failed you, woke up in a sweat
I want those years back

So if you call me back or let me in
I swear I'll never let you down again
I know the devil you've been fighting with
I swear I'll never let you down again

We're no saviors if we can't save our brothers
We're no saviors if we can't save our brothers

So if you call me back or let me in
I swear I'll never let you down again
I know the devil you've been fighting with
I swear I'll never let you down again",https://images.genius.com/3cedc8f8556872828a23ed1239cc03bc.960x960x1.jpg
,Cigarettes & Saints,No Closer to Heaven,2015-07-31,"Twice a week I pass by the church that held your funeral
And the pastor's words come pouring down like rain
How he called you a sinner and said now you walk with Jesus
So the drugs that took your life aren't gonna cause you any pain
I don't think he even knew your name
And I refuse to kneel and pray
I won't remember you that way
I lit you a candle in every cathedral across Europe
And I hope you know you're still my patron saint
I tried to forgive, but I can't forget the cigar in his fist
I know that they were heartsick, but I need someone to blame
And I know how they blamed me
I know what you'd say
You'd tell me it was your fault
I should put all my arrows away
I'm sure there ain't a heaven
But that don't mean I don't like to picture you there
I'll bet you're bumming cigarettes off saints
And I'm sure you're still singing
But I'll bet that you're still just a bit out of key
That crooked smile pushing words across your teeth
Cause you were heat lightning
Yeah, you were a storm that never rolled in
You were the northern lights in a southern town
A caustic fleeting thing
I'll bury your memories in the garden
And watch them grow with the flowers in spring
I'll keep you with me
These wolves in their suits and ties
Saying, ""Kid, you can trust me""
Charming southern drawl, sunken eyes
Buying good will in hotel lobbies
Buy fistfuls of pills to make sure you don't hurt no more
You don't gotta feel anything
Got their fangs in our veins
Got their voice in our head
Got our arms in their grips
No, we can't shake free
This goddamn machine, hungry and heartless
My whole generation got lost in the margin
We put our faith in you and you turned a profit
Now we're drowning here under the waves
(We're no saviors if we can't save our brothers)
Drowning out under the waves
(We're no saviors if we can't save our brothers)
Drowning out, drowning out
You can't have my friends
You can't have my brothers
You can't have my friends
You can't have my brothers
You can't have my friends
You can't have my brothers
You can't have me
No, you can't have me",https://images.genius.com/3cedc8f8556872828a23ed1239cc03bc.960x960x1.jpg
,Coffee Eyes,Suburbia I’ve Given You All and Now I’m Nothing,2011-06-01,"Two dollars, twenty-seven cents
January seventeenth, 2006
Here in a diner with my friends
Talking about how the year went
A few years later I walk in
Patty knew my drink
And she asks where the hell we've been?
You used to come here every night
It's not the same without you kids
I cut my hand on a piece of glass
The time we found Dave half dead in the parking lot
Spent the rest of the night in the ER
I cut my hand on a piece of glass
And I hope the scar lasts
So I don't forget that
There's been a table for me there
Through coffee eyes and blank stares
Our late night affairs
There's always been a table for me there
So you can try to forget or say it's the past
You know you'll always end up right back where you left
I ended up here late at night on Thanksgiving
The fall that Colleen left
This was the place to call home
When it felt like the world didn't want us
I watched Mike slash Mon's tires
We laughed about it later
I watched friendships dissolve
In the booth on the back wall
I cut my hand on a piece of glass
And I hope the scar lasts
There's been a table for me there
Through coffee eyes and blank stares
Our late night affairs
There's always been a table for me there
So you can try to forget or say it's the past
You know you'll always end up right back where you left
There's always been a table for me there
There's always been a table for me there
There's always been a table for me there
Through all of the years
There's always been a table for me there
Through all of the years
There's always been a table for me there
Through all of the years
There's always been a table for me there",https://images.genius.com/2a375af89f78514714d3d6fe3482abfa.1000x1000x1.jpg
,Cul-de-sac,The Greatest Generation,2013-05-14,"I've been leaving messages
On an answering machine
In a house that's always empty, so I know nobody's listening
I've been confessing my transgressions over tape hiss
The silence makes me sick
No good can come from this

I'm letting go
I've been hanging on like poison ivy
Out of cold suburban concrete
From this careless urban sprawl
I'm letting go
You know we can't keep out of trouble
I thought my kids would call you uncle
I thought we'd never be alone

Well I got images
Of you inside my head
Outside of the gas station where we always used to shoplift
It's car-crash rhetoric
We fucked up everything we came in contact with
Just boyhood recklessness

I'm letting go
I've been hanging on like poison ivy
Out of cold suburban concrete
From this careless urban sprawl
I'm letting go
You know we can't keep out of trouble
I thought my kids would call you uncle
I thought we'd never be alone

If you walked me home
Then you'd know how weak my arms got
I just can't carry you
If you walked me home
Well, I know that I'd have flashbacks
Of snow angels and gut laughs
If you walked me home
But you won't, you're all alone
On some bullshit, pill-bottle vision quest
If you walked me home
Well, I don't know when I would finally
Work up the backbone
To walk alone

I’m letting go
'Cause I loved you
But I have to
I'm letting go
You know we can't keep out of trouble
I thought my kids would call you uncle
I thought we'd never be alone
I’m letting go
(If you walked me home...)",https://images.genius.com/229664fe4a08cdc983ab29029279d889.960x960x1.jpg
,Dismantling Summer,The Greatest Generation,2013-04-16,"I'm pulling wings off insects
I'm peeling back my sunburnt skin
I'll wait outside your bedroom
I hope they let me in
I'm filling your prescriptions
The orange bottles stare me down
They're standing at attention
An army on your windowsill
We're all waiting for good news
Hoping you can come home soon
We're all waiting for good news

I've been acting like I'm strong
But the truth is, I've been losing ground
To a hospital too crowded
A summer winding down
I hadn't seen a heart break until now
I hadn't felt a heartbreak until now

I grew up on your back porch
And I watched the storms light up the clouds
They hung like paper lanterns
To guide the way back toward your house
I've been putting off long flights
Hoping that you'll be all right
And I'll be there in the meantime

I've been acting like I'm strong
But the truth is, I've been losing ground
To a hospital too crowded
A summer winding down
I hadn't seen a heart break until now
I hadn't felt a heartbreak until now

If I'm in an airport
And you're in a hospital bed
Well, then, what kind of man does that make me?
If I'm in an airport
And you're in a hospital bed
Well, then, what kind of man does that make me?
If I'm in an airport
If I'm in an airport
What kind of man does that make me?
What kind of man does that make me?

I've been acting like I'm strong
But the truth is, I've been losing ground
To a hospital too crowded
A summer winding down
I hadn't seen a heart break until now
I hadn't felt a heartbreak until now
I hadn't felt a heartbreak until now
I hadn't felt a heartbreak until now
I've been losing ground
A summer winding down
I hadn't seen a heart break until now
I hadn't felt a heartbreak until now",https://images.genius.com/229664fe4a08cdc983ab29029279d889.960x960x1.jpg
,Don’t Let Me Cave In,Suburbia I’ve Given You All and Now I’m Nothing,2011-05-03,"You drove me all the way up here
Cause you could tell that I was a mess
I wasn't going to make it to dinner
I shouldn't be calling again
You drove me all the way back
I circled the airport a hundred times
And tried to hide the fact that I was crying
Came in on the red eye
And that's why I look like this
There comes a day when you rectify
Who you are with who you want to be with
And I can't make the two things coexist
So don't let me cave in
You drove me all the way up here
Cause you could tell that I was a mess
I wasn't going to make it to dinner
I shouldn't be calling again
You drove me all the way up here
Then asked if we could stay in bed
Cause you got work early tomorrow
And I've got a plane to catch
You drove me all the way back
I spent last night getting Mexican
Outside the Logan Square basement show with Evan
Chicago looked desperate
But maybe that was me
I couldn't help thinking of watching the Sears Tower collapse as a kid
I feel like I might do the same thing
So don't let it happen to me
No, don't, don't let it happen to me
You drove me all the way up here
Cause you could tell that I was a mess
I wasn't going to make it to dinner
I shouldn't be calling again
You drove me all the way up here
Then asked if we could stay in bed
Cause you got work early tomorrow
And I've got a plane to catch
You drove me all the way back
I tried to make a life in the midwest
But the Rust Belt keeps breaking promises
I can't seem to find out where my footing is
So don't let, don't let me cave in
You drove me all the way up here
Cause you could tell that I was a mess
I wasn't going to make it to dinner
I shouldn't be calling again
You drove me all the way up here
Then asked if we could stay in bed
Cause you got work early tomorrow
And I've got a plane to catch
You drove me all the way back",https://images.genius.com/2a375af89f78514714d3d6fe3482abfa.1000x1000x1.jpg
,Everything I Own Fits in This Backpack,The Upsides,2010-01-26,"I woke up today
And put all my shit in boxes
It's 8 AM so I'm glad I wasn't out late
And I woke up today
Guess it's good I hadn't finished
Unpacking all of this in the first place


Suburbs have abandoned me
I've had the same best friend since '93
I call he's not answering (no)
I can't get comfortable on my own street
I'm not fond of South Philly
Or how my neighbors love ICP
I guess it's better than Bancroft Street
At least the fridge here works and the walls don't leak,
At least I'm starting to see
What's left for me
I'm starting to

We moved on again, so
I packed my shit and left home
It's alright to think I still belong to something I don't
'Cuz I could see why you'd think so

Nothing made me feel further away
Than Left and Leaving through a blown car stereo
Nothing made me feel closer to home
Than Ready to Die through my headphones
So we reached the coast
Where do we sleep tonight?
Damned if I know
We'll try to stay in the airport
Can't send us home and we got no place to go

'Cuz I could see why you'd think so
Don't say it's up to me 
Don't say
Don't say
 (""Don't say"" underlying throughout)
The creaks in the floorboards are calling out to me
I'm laying here again
With my head on my backpack
Wrapped in my hoodie
This is how it is when
Don't say it's up to me
Don't say

I stacked Lonelier than God
Next to You Get So Alone Sometimes
I know how this must look from the outside
It took almost thirteen months
For me to be where I feel fine
I'm not as sad as I let myself believe sometimes",https://images.genius.com/25a70125af7b580db755dc06981f283e.496x500x1.jpg
,Flowers Where Your Face Should Be,Sister Cities,2018-04-06,"Bright blue hydrangeas
Lost in the weeds
Bus stops and barbed wire on the way to stare
At the heart of the earth from the Poas peak
Just like the ones that we grew back in Jersey
Hung upside down, drying out for the wedding

There's a man with his head in his hands on the sidewalk
His wife's there behind him just off of the street
She scratches his back as he sobs on the asphalt
And what strikes me most is the symmetry
How they're framed just like you and me
When the light from the hospital's eastern wing
Tangles up in your hair and the sadness that pooled in my heart
Starts emptying slowly

Well I saw you last night in my dream
And there were hydrangeas where your face should be

The redwoods feel lonely and lunar and distant
The sun comes in fragments through breaks in the trees
And I feel further from home than I've ever been
These thin lines of light across space tether you to me
They pull in my memories, back to our apartment on 2nd Street
Through the South-facing window the light catches lengths of your hair
Like a path that you left me

Well I saw you last night in my dream
But there were azaleas where your face should be

Pieces of us in the morning sun
Sleeping bags under the 101
She takes off his glasses as he falls asleep again
They don't got much but goddamn they got love

Well I saw you last night in my dream
I'm gonna marry you underneath driftwood from Crescent City",https://images.genius.com/7eaeb31e6a9b8c1663db0e7ae751e26e.600x600x1.jpg
,Heaven’s Gate (Sad & Sober),Sister Cities,2018-04-06,"I've been thinking a lot about
How when the furnace goes
It's the absence of heat that hurts more than the cold
And I got caught in the irony of walking alone
Down an entire block that's just funeral homes
And the ground below

Sad and sober, Sunday afternoon
Sad and sober, Sunday afternoon
You disappear in fragments and phases of the moon
Sad and sober, Sunday afternoon
You disappear in fragments and phases of the moon

I watched parts of you dissolve
Turn to ash and then get carried up
I watched your memory fade
Shadows burned into the wall
And no, I felt my lungs turn into atom bombs
Choke on the Florida heat until the oxygen's gone

Sad and sober, Sunday afternoon
You disappear in fragments and phases of the moon
Sad and sober, Sunday afternoon
You disappear in fragments and phases of the moon

Or an empty room
Or the twelve-bar blues
Or a light in June

You were a bandit, and I was a car wreck
You were the decades on my feet
I was under purple blankets
You were a bandit, and I was a car wreck
You were the rifle on the wall
And it was always gonna end
You were a bandit, and I was a car wreck
You were the false rain that falls
From a window AC unit
You were a bandit, and I was a car wreck
You were the rifle on the wall
And it was always gonna end like this",https://images.genius.com/7eaeb31e6a9b8c1663db0e7ae751e26e.600x600x1.jpg
,Hoodie Weather,Suburbia I’ve Given You All and Now I’m Nothing,2011-06-14,"It smells like it should be snowing
And I've been frequenting a diner on Main Street
Where the waitresses are girls that graduated with me
Have problems with oxy, and can't recall what I had to drink
No one knows where they're going
They just know they want out of here badly
Like cigarettes dropped on a highway
They smash, and scatter, and burn out
Somewhere else without knowing

I've got my grandmother's veins in the back of my hands
And just a hint of a South Philly accent
I was born here
(I'll probably die here)
Let's go home

This town's got lies to tell
I'll wait around to hear you out
But I can't keep from digging up these bones forever
At least for now, I'll settle down
I'll try to find some solid ground
I lost my footing trying to get home last winter

The kids in the graduating class
Have got their eyes set west
And California on their lips
But I left some blood there, that I'm never getting back
Rocky's in the Deep South, I don't think he's coming back now
It's sinister, but it's how life worked out

I've got my grandmother's veins in the back of my hands
And just a hint of a South Philly accent
I was born here
(I'll probably die here)
Let's go home

This town's got lies to tell
I'll wait around to hear you out
But I can't keep from digging up these bones forever
At least for now, I'll settle down
I'll try to find some solid ground
I lost my footing trying to get home last winter

Growing up means
Watching my heroes turn human in front of me
And the songs we wrote at eighteen
Seem shortsighted and naive
So when the weather breaks
I'll pull my hoodie up over my face
I won't run away, run away
'Cause as fucked as this place got, it made me me

This town's got lies to tell
I'll wait around to hear you out
But I can't keep from digging up these bones forever
At least for now, I'll settle down
I'll try to find some solid ground
I lost my footing trying to get home last winter
This town's got lies to tell",https://images.genius.com/2a375af89f78514714d3d6fe3482abfa.1000x1000x1.jpg
,I Don’t Like Who I Was Then,No Closer to Heaven,2015-08-20,"Tossed around like sea glass
And you rounded out my edges
I'll feel better when the headaches go away
I've got a scar across my forehead
Turning purple in the cold
From a night at Shore Memorial
I was sixteen and afraid
Turned away
Like I'm working babyface
Out of Mid-South in the eighties
I kept a blade hidden in my wrist tape

I think I'm growing into someone you could trust
I want to shoulder the weight 'til my back breaks
I want to run till my lungs give up
If I could manage not to fuck this up
If I could manage not to fuck this up
I think enough is enough
Hidden in the tall grass
In the naked light of day
Put my past self in the ground
I've been dancing on the grave
I'm not the person that I was then
I'm tearing him away
I was bitter, I was careless
I was nineteen and afraid
But you deserve more from me
I don't know why I would say those things
But you deserve more than me
And I'm trying every day

I think I'm growing into someone you could trust
I want to shoulder the weight until my back breaks
I want to run till my lungs give up
If I could manage not to fuck this up
If I could manage not to fuck this up
I think enough is enough

You left me walking in circles
You were a shot in the dark
You were the baby teeth I buried
You were the sounds of distant cars
You left me walking in circles
You were a shot in the dark
You were the banner that says ""no one""
That I tattooed across my heart
You left me walking in circles
You were a shot in the dark
You scattered like ashes across every song that I write
You’re where the light pollution starts

I think I'm growing into someone you could trust
I want to shoulder the weight until my back breaks
I want to run till my lungs give up
If I could manage not to fuck this up
If I could manage not to fuck this up
Enough is enough",https://images.genius.com/3cedc8f8556872828a23ed1239cc03bc.960x960x1.jpg
,I Just Want to Sell Out My Funeral,The Greatest Generation,2013-05-14,"Clear the apartment
I plan on collapsing and I could have sworn I heard a car door slam
I'm stuck at the corner of grinding teeth and stomach acid
All alone under a soft rain and streetlamp
I spent my life weighed down by a stone heart
Drowning in irony and settling for anything
Somewhere down the line all the wiring went faulty
I'm scared shitless of failure and I'm staring out at where I wanna be

I just want to sell out my funeral
I just want to be enough for everyone
I just want to sell out my funeral
Know that I fought until the lights were gone

I'm walking through harbors and churchyards
I felt the snow crack under my feet
I'll stay thankful for mild winters, for every shot I got at anything
I'll blame the way that I was brought up or the flaws that I was born with
Or the mistakes that I've made
They're all just fucking excuses
So bury me in the memories of my friends and family
I just need to know that they were proud of me

I just want to sell out my funeral
I just want to be enough for everyone
I just want to sell out my funeral
Know that I fought until the lights were gone

And oh, we all wanna know
Where'd the American dream go?
Did you give up and go home?
Am I here alone?
And oh, when the credits roll
I'll watch as the screen glows
The moments when I choked, all the fears that I've outgrown
At least I hope so

I was just happy to be a contender
I was just aching for anything
And I used to have such steady hands
But now I can't keep them from shaking

Oh I'm sorry I...
I'm sorry I don't laugh at the right times
Is this what it feels like with my wings clipped?
I'm awkward and nervous
I'm awkward and nervous
I'm awkward and nervous
I'm awkward and nervous
I'm awkward and nervous

But I was kind of hoping you'd stay
I was kind of hoping you'd stay
I was kind of hoping you'd stay
I need you to stay
Oh, god, could you stay?
I need you to stay
I need you to stay
I need you

If I'm in an airport and you're in a hospital bed
Well then, what kind of man does that make me?
If I'm in an airport and you're in a hospital bed
Well then, what kind of man does that make me?
If I'm in an airport, if I'm in an airport
What kind of man does that make me?
What kind of man does that make me?
What kind of man does that make me?

I know how it feels to be at war with a world that never loved me
I know how it feels to be at war with a world that never loved me
I know how it feels to be at war with a world that never loved me
(If you walked me home, there's no going home again
If you walked me home, there's no going home again)

When all we had were hand me-downs
All we had were hand me-downs
All we had were hand me-downs
All we had was good will

Two blackbirds on a highway sign
Are laughing at me here with my wings clipped
I'm staring up at the sky
But the bombs keep fucking falling
There's no devil on my shoulder
He's got a rocking chair on my front porch
But I won't let him in
No, I won't let him in

'Cause I'm sick of seeing ghosts
And I know how it's all gonna end
There's no triumph waiting
There's no sunset to ride off in
We all want to be great men
And there's nothing romantic about it
I just want to know that I did all I could with what I was given",https://images.genius.com/229664fe4a08cdc983ab29029279d889.960x960x1.jpg
,It Must Get Lonely,Sister Cities,2018-04-06,"I'm a raw nerve in the sunlight
After two weeks in the dark
If you've gotta tell me you're not using
It's probably 'cause you are
I saw you there
Just a block off the sea, you're a rowhome
On an empty street where the others have been torn down
And you're the last one standing

It must get lonely
It must get lonely

When the gray starts to swallow gray
Where the sky meets the Irish sea
Like a suit that's been to too many funerals
And starts fraying at the seams
I saw a bag of clementines split right open on an English street
And the contrast made me feel so goddamn dizzy

I saw you there
A block off the sea, you're a rowhome
On an empty street
The others have been torn down
You're the last one standing

It must get obvious enough that I'm not ever gonna change
It must get obvious enough, I'm the one who stays

But it must get lonely
It must get lonely
But it must get lonely
But it must get lonely

I'm a specter in the dim light on the flowers by the grave
In the Montmartre in Paris
Where the crows seem to know my name
And they left footprints in the snow
Along the fence on Palmer Street
Cigarette butts on the headstones
That you left for me

I saw you there
Just a block off the sea, you're a rowhome
On an empty street where the others have been torn down
And you're the last one standing

It must get obvious enough that I'm not ever gonna change
It must get obvious enough that I'm the one who stays
It must get obvious enough that I'm not ever gonna change
It must get obvious enough, that you're the one who stays

But it must get lonely
It must get lonely
(it must get lonely)
It must get lonely
(it must get lonely)
It must get lonely
(it must get lonely)
It must get lonely
It must get lonely",https://images.genius.com/7eaeb31e6a9b8c1663db0e7ae751e26e.600x600x1.jpg
,I Wanted So Badly to Be Brave,No Closer to Heaven,2015-09-04,"Well I cut open my palm and held it out to you
You did the same with your old army surplus blade
My blood's never as warm as I expect it
You grabbed my hand adorned in wildflower warpaint
You made yellows out of marigolds
You made purple out of camellias

We charged headfirst into the woods with bows and arrows drawn
Crudely fashioned-- sticks and rubber bands and spray paint
We swore ourselves protectors from all the evil in the world
You weren't born my brother, but you're gonna die that way

You ran alone (you ran alone)
In the falling snow
Barefoot down Whites Road
I watched your bruises grow (your bruises grow)
Strangely beautiful
Purple and yellow
You said don't
""Don't take me home
Don't take me home
Don't take me home""

Your father came in angry like a thunderstorm
Tossed you room from room and I watched color draining from your face
Fault lines started forming underneath all of your floorboards
We sat terrified waiting on an earthquake
I watched you put on a brave face
I wanted so badly to be brave

But you ran alone (you ran alone)
In the falling snow
Bare foot down Whites Road
I watched your bruises grow (your bruises grow)
Strangely beautiful
Purple and yellow
You said don't
""Don't take me home
Don't take me home
Don't take me home""

Kicked you out to teach you what a man is
But I don't think I'll ever know what that means
They'll put a gun into your hand and call you weak until you're violent
Don't believe it
They're hateful cause they're empty
We've got a chance to break the cycle
We could be the heroes that we always said we'd be
""Don't take me home, don't take me home, don't take me

Don't take me home, don't take me home, don't take me
Home, home
Don't take me home, don't take me home, don't take me
Home, home
Don't take me home, don't take me home, don't take me""",https://images.genius.com/3cedc8f8556872828a23ed1239cc03bc.960x960x1.jpg
,I Was Scared and I’m Sorry,The Upsides,2010-01-26,"I've been obviously on the verge of a mental breakdown this week
Stuck between your dirty sheets and back-lit memories
And I've been putting off things like getting my shit out of your apartment
I've been making up excuses about the things that you might need
And I've been trying to find out where everyone's been
But they're nowhere and I'm nothing
And I've been trying to stay as busy as I can
I finally broke on Christmas Eve
In an Outback Steakhouse bathroom while my family ordered for me
Haven't been losing sleep, no I pass out almost instantly
The bad dreams get worse every week
I think I'm losing a little of me
:
I'm getting better, but it's in small steps
I'm working on sleeping on the left
I just can't blame New York for this
And so I'm down again, but this time it's different
I'm mourning something that I miss
And that's better than being hopeless
I'm counting back on all my mistakes
From the back of the cop car where you told me you loved me
Cause after that night, I got scared and I'm sorry
But hey, what can I say?
And I've been trying to find out where everyone's been
But they're nowhere
I'm still nothing
And I've been trying to find old friends
:
I'm getting better, but it's in small steps
I'm working on sleeping on the left
I just can't blame New York for this
And so I'm down again, but this time it's different
I'm mourning something that I miss
And that's better than being hopeless
It's getting weird to think
About the house on Manton Street
And how neither of us live there
It's probably empty
She watches Breakfast at Tiffany's, it calms her completely
I guess Sarah Marshall does the same for me
It's nothing when she's leaning on me and saying she's sorry
I'm obviously on the verge of a mental breakdown this week
:
I'm getting better, but it's in small steps
I'm working on sleeping on the left
I just can't blame New York for this
And so I'm down again, but this time it's different
I'm mourning something that I miss
And that's better than being hopeless",https://images.genius.com/25a70125af7b580db755dc06981f283e.496x500x1.jpg
,Living Room Song,Suburbia I’ve Given You All and Now I’m Nothing,2011-06-14,"Guy on the radio sounds like a budget Steven Hawking
Keeps trying to tell me that The Bible says the world is ending
It goes down around May 20th, so I guess this song is pointless
You're never gonna hear it

But if the world ends, I hope I'm in
My living room with best friends
So raise your glasses

We don't have trouble sleeping
No one, no one's gonna take that away from me
We don't have trouble sleeping
We know, we know who we wanna be

Fuck some movie that I swore Keanu Reeves was in
These doomsday prophesies are all gonna amount to nothing
And so, for now, I'm calling bullshit
If the Mayans don't believe it, why should I be any different?

But if the world ends, I hope I'm in
My living room with good friends
So raise your glasses

We don't have trouble sleeping
No one, no one's gonna take that away from me
We don't have trouble sleeping
We know, we know who we wanna be

This week is gonna swallow me
But when it spits me out, I'm landing on my feet
I'm going to bed tonight in my New Found Glory hoodie
So fuck the world, (so fuck the world), and what it wants me to be
So fuck the world, (so fuck the world), and what it wants me to be
So fuck the world, (so fuck the world), and what it wants me to be
So fuck the world, (so fuck the world), so fuck the world

We don't have trouble sleeping
No one, no one's gonna take that away from me
We don't have trouble sleeping
We know, we know who we wanna be
We don't have trouble sleeping (so fuck the world)
No one, no one's gonna take that away from me (so fuck the world)
We don't have trouble sleeping (so fuck the world)
We know, We know who we wanna be (so fuck the world)
We don't have trouble sleeping
No one, no one's gonna take that away from me
We don't have trouble sleeping
We know, we know who we wanna be",https://images.genius.com/2a375af89f78514714d3d6fe3482abfa.1000x1000x1.jpg
,Local Man Ruins Everything,Suburbia I’ve Given You All and Now I’m Nothing,2011-04-11,"The fountain was off
This is the first time I’ve been back to the city in months
I’m trying to hold it together but irony’s found cracks in the foundation

And you know
I try so hard to be some great white hope
But I can’t shake the feeling that tonight I’m gonna end up shaking in bed alone

I’m not a self-help book; I’m just a fucked up kid
(I had to take my own advice and I did)
Now I’m waiting for it to sink in

Expect me standing tall, back against the wall
Cause what I learned was
It’s not about forcing happiness;
It’s about not letting the sadness win

I don’t have roses in the closet
But I’ve got pictures in a drawer
It’s everything left in me
Not to stare at them anymore
I walked upstairs and shaved my beard
I felt like I was holding sadness here
(I was holding sadness here)

I’m not a self-help book; I’m just a fucked up kid
(I had to take my own advice and I did)
Now I’m waiting for it to sink in

Expect me standing tall, back against the wall
Cause what I learned was
It’s not about forcing happiness;
It’s about not letting the sadness win

I don’t have roses in the closet
But I’ve got pictures in a drawer
It’s everything left in me
Not to stare at them anymore

I’m not a self-help book; I’m just a fucked up kid
(I’m not a self-help book; I’m just a fucked up kid)
I’m not a self-help book; I’m just a fucked up kid
(I’m not a self-help book; I’m just a fucked up kid)",https://images.genius.com/2a375af89f78514714d3d6fe3482abfa.1000x1000x1.jpg
,Logan Circle,The Upsides,2010-01-26,"They turned on the fountain today
At Logan Circle
I felt something in me change
I was thinking about
How we all feel
But the worlds not such a shitty place
We just can't blame the seasons
The Blue Man Group won't cure depression
I can see we brought it on ourselves
With bad attitudes and
You should come by at eleven
You haven't seen the new apartment
We'll laugh about the shit we got into in high school
And I can't pretend

I'm afraid that we're wasting away
Cause we're all sleeping in circles
Or talking shit in diners
And I've been better, but I'm feeling okay
I'm not even sad anymore
I'm just so tired most nights

And I've been drowning my sorrows
In Lucky Charms and Soy Milk
These are the things that keep me sane
Getting pretzels at midnight behind my house
At the price you can't complain
We set off fireworks
Piss off the whole neighborhood
They keep me up having sex anyway
This stoop has seen much worse
We'll set off a few more
Maybe I'll blow off a piece of this city I hate

I'm afraid that we're wasting away
Cause we're all sleeping in circles
Or talking shit in diners
And I've been better, but I'm feeling okay
I'm not even sad anymore
I'm just so tired most nights

They turned on the fountain today
At Logan Circle
They turned on the fountain today
They turned on the fountain today
At Logan Circle
I felt something in me change
I'm afraid that we're wasting away
I'm afraid

I'm afraid that we're wasting away
Cause we're all sleeping in circles
Or talking shit in diners
And I've been better, but I'm feeling okay
I'm not even sad anymore
I'm just so tired most nights",https://images.genius.com/25a70125af7b580db755dc06981f283e.496x500x1.jpg
,Madelyn,The Greatest Generation,2013-05-14,"Madelyn, I share your hate for this world we're in
But it makes me a better man
It's an excuse that you make
Madelyn, I know you want to let the bottles in
I know you think that they're all your friends
They're lying straight to your face
I know about the devil in your bloodstream
I know that the ghosts still visit nightly
I know it must get lonely by the Chesapeake
And Madelyn, are you really afraid of death
Or do you just say it if it's the right thing to say?
Madelyn, I know you're safe where you lay your head
But if you wanted to come back, I've got a place you could stay
If I'm not doing right by my family
Then what's the point of it anyway?
I don't think there's a god
I don't think that there's someone coming to save us
And I don't think that's the worst news of the day
I don't think there's a god
I don't think that there's someone coming to save me
And I don't think that's the worst news of the day
So Madelyn, I know how your cold scars turn purple
I know how the Irish goodbyes feel, I know where you've been
And Madelyn, you and I got this East Coast blood between us
It's bitter and vitriolic, I know how it ends
If I'm not doing right by my family...
Oh, I'm not doing right by family",https://images.genius.com/229664fe4a08cdc983ab29029279d889.960x960x1.jpg
